function name,function signature,stereotypes,filename,archive line number,file line number,class defined within
ConnectorTest::testSendCommand,void ConnectorTest::testSendCommand(),"command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppagent-master/connector_test.cpp,240,239,
ConnectorTest::testIPV6Connection,void ConnectorTest::testIPV6Connection(),"command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppagent-master/connector_test.cpp,261,260,
ConnectorTest::testStartHeartbeats,void ConnectorTest::testStartHeartbeats(),"command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier",sampleFiles/cppagent-master/connector_test.cpp,281,280,
XmlUniformiserTest::setUp,"void 
XmlUniformiserTest::setUp()","collaborator,empty,test_initializer",sampleFiles/cppunittest/XmlUniformiserTest.cpp,22,21,
XmlUniformiserTest::tearDown,"void 
XmlUniformiserTest::tearDown()","collaborator,empty,test_cleaner",sampleFiles/cppunittest/XmlUniformiserTest.cpp,28,27,
XmlUniformiserTest::testEmpty,"void 
XmlUniformiserTest::testEmpty()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,34,33,
XmlUniformiserTest::testSkipProcessed,"void 
XmlUniformiserTest::testSkipProcessed()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,41,40,
XmlUniformiserTest::testOpenElementWithoutAttributeButSomeSpaces,"void 
XmlUniformiserTest::testOpenElementWithoutAttributeButSomeSpaces()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,49,48,
XmlUniformiserTest::testOpenCloseElement,"void 
XmlUniformiserTest::testOpenCloseElement()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,57,56,
XmlUniformiserTest::testElementWithEmptyAttribute,"void 
XmlUniformiserTest::testElementWithEmptyAttribute()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,65,64,
XmlUniformiserTest::testElementWithEmptyAttributeButSomeSpaces,"void 
XmlUniformiserTest::testElementWithEmptyAttributeButSomeSpaces()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,73,72,
XmlUniformiserTest::testElementWithOneAttribute,"void 
XmlUniformiserTest::testElementWithOneAttribute()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,81,80,
XmlUniformiserTest::testElementWithThreeAttributes,"void 
XmlUniformiserTest::testElementWithThreeAttributes()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,89,88,
XmlUniformiserTest::testElementWithContent,"void 
XmlUniformiserTest::testElementWithContent()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,98,97,
XmlUniformiserTest::testElementsHierarchyWithContents,"void 
XmlUniformiserTest::testElementsHierarchyWithContents()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,106,105,
XmlUniformiserTest::testSkipComment,"void 
XmlUniformiserTest::testSkipComment()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,122,121,
XmlUniformiserTest::testAssertXmlEqual,"void 
XmlUniformiserTest::testAssertXmlEqual()","command,collaborator,assertion_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,130,129,
XmlUniformiserTest::check,"void 
XmlUniformiserTest::check( const std::string &xml, 
                           const std::string &expectedStrippedXml )","command,collaborator,equality_verifier",sampleFiles/cppunittest/XmlUniformiserTest.cpp,141,140,
StringToolsTest::setUp,"void 
StringToolsTest::setUp()","collaborator,empty,test_initializer",sampleFiles/cppunittest/StringToolsTest.cpp,19,18,
StringToolsTest::tearDown,"void 
StringToolsTest::tearDown()","collaborator,empty,test_cleaner",sampleFiles/cppunittest/StringToolsTest.cpp,25,24,
StringToolsTest::testToStringInt,"void 
StringToolsTest::testToStringInt()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,31,30,
StringToolsTest::testToStringDouble,"void 
StringToolsTest::testToStringDouble()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,40,39,
StringToolsTest::testSplitEmptyString,"void 
StringToolsTest::testSplitEmptyString()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,49,48,
StringToolsTest::testSplitOneItem,"void 
StringToolsTest::testSplitOneItem()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,61,60,
StringToolsTest::testSplitItemEmpty,"void 
StringToolsTest::testSplitItemEmpty()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,74,73,
StringToolsTest::testSplitTwoItem,"void 
StringToolsTest::testSplitTwoItem()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,88,87,
StringToolsTest::testSplitEmptyTwoItem,"void 
StringToolsTest::testSplitEmptyTwoItem()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,102,101,
StringToolsTest::testSplitEmptyItemEmpty,"void 
StringToolsTest::testSplitEmptyItemEmpty()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,117,116,
StringToolsTest::testSplitEmptyItemEmptyEmptyItem,"void 
StringToolsTest::testSplitEmptyItemEmptyEmptyItem()","command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,132,131,
StringToolsTest::testWrapEmpty,"void 
StringToolsTest::testWrapEmpty()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,149,148,
StringToolsTest::testWrapNotNeeded,"void 
StringToolsTest::testWrapNotNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,160,159,
StringToolsTest::testWrapLimitNotNeeded,"void 
StringToolsTest::testWrapLimitNotNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,171,170,
StringToolsTest::testWrapOneNeeded,"void 
StringToolsTest::testWrapOneNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,182,181,
StringToolsTest::testWrapTwoNeeded,"void 
StringToolsTest::testWrapTwoNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,193,192,
StringToolsTest::testWrapLimitTwoNeeded,"void 
StringToolsTest::testWrapLimitTwoNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,204,203,
StringToolsTest::testWrapOneNeededTwoNeeded,"void 
StringToolsTest::testWrapOneNeededTwoNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,215,214,
StringToolsTest::testWrapNotNeededEmptyLinesOneNeeded,"void 
StringToolsTest::testWrapNotNeededEmptyLinesOneNeeded()","command,collaborator,equality_verifier",sampleFiles/cppunittest/StringToolsTest.cpp,226,225,
OrthodoxTest::setUp,"void 
OrthodoxTest::setUp()","command,collaborator,test_initializer",sampleFiles/cppunittest/OrthodoxTest.cpp,21,20,
OrthodoxTest::tearDown,"void 
OrthodoxTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/OrthodoxTest.cpp,30,29,
OrthodoxTest::testValue,"void 
OrthodoxTest::testValue()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,38,37,
OrthodoxTest::testValueBadConstructor,"void 
OrthodoxTest::testValueBadConstructor()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,48,47,
OrthodoxTest::testValueBadInvert,"void 
OrthodoxTest::testValueBadInvert()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,58,57,
OrthodoxTest::testValueBadEqual,"void 
OrthodoxTest::testValueBadEqual()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,68,67,
OrthodoxTest::testValueBadNotEqual,"void 
OrthodoxTest::testValueBadNotEqual()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,78,77,
OrthodoxTest::testValueBadCall,"void 
OrthodoxTest::testValueBadCall()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,88,87,
OrthodoxTest::testValueBadAssignment,"void 
OrthodoxTest::testValueBadAssignment()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/OrthodoxTest.cpp,98,97,
TrackedTestCase::setUp,"void 
TrackedTestCase::setUp()","command,collaborator,stateless,test_initializer",sampleFiles/cppunittest/TrackedTestCase.cpp,22,21,
TrackedTestCase::tearDown,"void 
TrackedTestCase::tearDown()","command,collaborator,stateless,test_cleaner",sampleFiles/cppunittest/TrackedTestCase.cpp,30,29,
TrackedTestCase::test,"void 
TrackedTestCase::test()","command,collaborator,stateless,unclassified",sampleFiles/cppunittest/TrackedTestCase.cpp,38,37,
TrackedTestCase::setTracker,"void 
TrackedTestCase::setTracker( Tracker *tracker )","collaborator,unclassified",sampleFiles/cppunittest/TrackedTestCase.cpp,46,45,
TrackedTestCase::removeTracker,"void 
TrackedTestCase::removeTracker()","collaborator,unclassified",sampleFiles/cppunittest/TrackedTestCase.cpp,53,52,
XmlOutputterTest::setUp,"void 
XmlOutputterTest::setUp()","command,collaborator,test_initializer",sampleFiles/cppunittest/XmlOutputterTest.cpp,27,26,
XmlOutputterTest::tearDown,"void 
XmlOutputterTest::tearDown()","command,collaborator,test_cleaner",sampleFiles/cppunittest/XmlOutputterTest.cpp,35,34,
XmlOutputterTest::testWriteXmlResultWithNoTest,"void 
XmlOutputterTest::testWriteXmlResultWithNoTest()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlOutputterTest.cpp,45,44,
XmlOutputterTest::testWriteXmlResultWithOneFailure,"void 
XmlOutputterTest::testWriteXmlResultWithOneFailure()","command,collaborator,unclassified,execution_tester,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,68,67,
XmlOutputterTest::testWriteXmlResultWithOneError,"void 
XmlOutputterTest::testWriteXmlResultWithOneError()","command,collaborator,unclassified,execution_tester,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,103,102,
XmlOutputterTest::testWriteXmlResultWithOneSuccess,"void 
XmlOutputterTest::testWriteXmlResultWithOneSuccess()","command,collaborator,unclassified,execution_tester,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,134,133,
XmlOutputterTest::testWriteXmlResultWithThreeFailureTwoErrorsAndTwoSuccess,"void 
XmlOutputterTest::testWriteXmlResultWithThreeFailureTwoErrorsAndTwoSuccess()","command,collaborator,unclassified,execution_tester,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,163,162,
beginDocument,void beginDocument( CPPUNIT_NS::XmlDocument *document ),"collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,242,241,XmlOutputterTest::MockHook
endDocument,void endDocument( CPPUNIT_NS::XmlDocument *document ),"collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,247,246,XmlOutputterTest::MockHook
failTestAdded,"void failTestAdded( CPPUNIT_NS::XmlDocument *document,
                      CPPUNIT_NS::XmlElement *testElement,
                      CPPUNIT_NS::Test *test,
                      CPPUNIT_NS::TestFailure *failure )","collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,255,254,XmlOutputterTest::MockHook
successfulTestAdded,"void successfulTestAdded( CPPUNIT_NS::XmlDocument *document,
                            CPPUNIT_NS::XmlElement *testElement,
                            CPPUNIT_NS::Test *test )","collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,262,261,XmlOutputterTest::MockHook
statisticsAdded,"void statisticsAdded( CPPUNIT_NS::XmlDocument *document,
                        CPPUNIT_NS::XmlElement *statisticsElement )","collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,268,267,XmlOutputterTest::MockHook
XmlOutputterTest::testHook,"void 
XmlOutputterTest::testHook()","command,collaborator,equality_verifier,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,283,282,
XmlOutputterTest::addTest,"void 
XmlOutputterTest::addTest( std::string testName )","command,collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,308,307,
XmlOutputterTest::addTestFailure,"void 
XmlOutputterTest::addTestFailure( std::string testName,
                                  std::string message,
                                  CPPUNIT_NS::SourceLine sourceLine )","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,319,318,
XmlOutputterTest::addTestError,"void 
XmlOutputterTest::addTestError( std::string testName,
                                std::string message,
                                CPPUNIT_NS::SourceLine sourceLine )","command,collaborator,unclassified,api_utility_verifier",sampleFiles/cppunittest/XmlOutputterTest.cpp,328,327,
XmlOutputterTest::addGenericTestFailure,"void 
XmlOutputterTest::addGenericTestFailure(  std::string testName,
                                          CPPUNIT_NS::Message message,
                                          CPPUNIT_NS::SourceLine sourceLine,
                                          bool isError )","command,collaborator,unclassified",sampleFiles/cppunittest/XmlOutputterTest.cpp,338,337,
XmlOutputterTest::makeDummyTest,"CPPUNIT_NS::Test *
XmlOutputterTest::makeDummyTest( std::string testName )","non-void-command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlOutputterTest.cpp,351,350,
TestCaseTest::setUp,"void 
TestCaseTest::setUp()","command,collaborator,test_initializer",sampleFiles/cppunittest/TestCaseTest.cpp,28,27,
TestCaseTest::tearDown,"void 
TestCaseTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/TestCaseTest.cpp,37,36,
TestCaseTest::testSetUpFailure,"void 
TestCaseTest::testSetUpFailure()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,45,44,
TestCaseTest::testRunTestFailure,"void 
TestCaseTest::testRunTestFailure()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,52,51,
TestCaseTest::testTearDownFailure,"void 
TestCaseTest::testTearDownFailure()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,59,58,
TestCaseTest::testFailAll,"void 
TestCaseTest::testFailAll()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,66,65,
TestCaseTest::testNoFailure,"void 
TestCaseTest::testNoFailure()","command,collaborator,stateless,unclassified,api_utility_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,73,72,
TestCaseTest::checkFailure,"void 
TestCaseTest::checkFailure( bool failSetUp, 
                            bool failRunTest,
                            bool failTearDown )","command,collaborator,boolean_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,82,81,
TestCaseTest::testCountTestCases,"void 
TestCaseTest::testCountTestCases()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,109,108,
TestCaseTest::testDefaultConstructor,"void 
TestCaseTest::testDefaultConstructor()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,117,116,
TestCaseTest::testConstructorWithName,"void 
TestCaseTest::testConstructorWithName()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,125,124,
TestCaseTest::testTwoRun,"void 
TestCaseTest::testTwoRun()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/TestCaseTest.cpp,134,133,
TestCaseTest::testGetChildTestCount,"void 
TestCaseTest::testGetChildTestCount()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/TestCaseTest.cpp,150,149,
TestCaseTest::testGetChildTestAtThrow,"void 
TestCaseTest::testGetChildTestAtThrow()","command,collaborator,stateless,unclassified,execution_tester",sampleFiles/cppunittest/TestCaseTest.cpp,158,157,
SubclassedTestCase::setUp,"void 
SubclassedTestCase::setUp()","collaborator,empty,test_initializer",sampleFiles/cppunittest/SubclassedTestCase.cpp,17,16,
SubclassedTestCase::tearDown,"void 
SubclassedTestCase::tearDown()","collaborator,empty,test_cleaner",sampleFiles/cppunittest/SubclassedTestCase.cpp,23,22,
SubclassedTestCase::checkIt,"void 
SubclassedTestCase::checkIt()","command,collaborator,stateless,boolean_verifier",sampleFiles/cppunittest/SubclassedTestCase.cpp,29,28,
SubclassedTestCase::testSubclassing,"void 
SubclassedTestCase::testSubclassing()","collaborator,empty,unclassified",sampleFiles/cppunittest/SubclassedTestCase.cpp,36,35,
XmlElementTest::setUp,"void 
XmlElementTest::setUp()","collaborator,empty,test_initializer",sampleFiles/cppunittest/XmlElementTest.cpp,24,23,
XmlElementTest::tearDown,"void 
XmlElementTest::tearDown()","collaborator,empty,test_cleaner",sampleFiles/cppunittest/XmlElementTest.cpp,30,29,
XmlElementTest::testStringContentConstructor,"void 
XmlElementTest::testStringContentConstructor()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,36,35,
XmlElementTest::testNumericContentConstructor,"void 
XmlElementTest::testNumericContentConstructor()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,45,44,
XmlElementTest::testSetName,"void 
XmlElementTest::testSetName()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,54,53,
XmlElementTest::testSetStringContent,"void 
XmlElementTest::testSetStringContent()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,63,62,
XmlElementTest::testSetNumericContent,"void 
XmlElementTest::testSetNumericContent()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,72,71,
XmlElementTest::testElementCount,"void 
XmlElementTest::testElementCount()","command,collaborator,equality_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,81,80,
XmlElementTest::testElementAtNegativeIndexThrow,"void 
XmlElementTest::testElementAtNegativeIndexThrow()","command,collaborator,stateless,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,93,92,
XmlElementTest::testElementAtTooLargeIndexThrow,"void 
XmlElementTest::testElementAtTooLargeIndexThrow()","command,collaborator,stateless,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,101,100,
XmlElementTest::testElementAt,"void 
XmlElementTest::testElementAt()","command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,109,108,
XmlElementTest::testElementForThrow,"void 
XmlElementTest::testElementForThrow()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,123,122,
XmlElementTest::testElementFor,"void 
XmlElementTest::testElementFor()","command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/cppunittest/XmlElementTest.cpp,132,131,
XmlElementTest::testEmptyNodeToString,"void 
XmlElementTest::testEmptyNodeToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,146,145,
XmlElementTest::testElementWithAttributesToString,"void 
XmlElementTest::testElementWithAttributesToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,155,154,
XmlElementTest::testEscapedAttributeValueToString,"void 
XmlElementTest::testEscapedAttributeValueToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,168,167,
XmlElementTest::testElementToStringEscapeContent,"void 
XmlElementTest::testElementToStringEscapeContent()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,180,179,
XmlElementTest::testElementWithChildrenToString,"void 
XmlElementTest::testElementWithChildrenToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,191,190,
XmlElementTest::testElementWithContentToString,"void 
XmlElementTest::testElementWithContentToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,203,202,
XmlElementTest::testElementWithNumericContentToString,"void 
XmlElementTest::testElementWithNumericContentToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,212,211,
XmlElementTest::testElementWithContentAndChildToString,"void 
XmlElementTest::testElementWithContentAndChildToString()","command,collaborator,unclassified,execution_tester",sampleFiles/cppunittest/XmlElementTest.cpp,221,220,
ExceptionTestCaseDecoratorTest::setUp,"void 
ExceptionTestCaseDecoratorTest::setUp()","command,collaborator,test_initializer",sampleFiles/cppunittest/ExceptionTestCaseDecoratorTest.cpp,26,25,
ExceptionTestCaseDecoratorTest::tearDown,"void 
ExceptionTestCaseDecoratorTest::tearDown()","collaborator,test_cleaner",sampleFiles/cppunittest/ExceptionTestCaseDecoratorTest.cpp,38,37,
ExceptionTestCaseDecoratorTest::testNoExceptionThrownFailed,"void 
ExceptionTestCaseDecoratorTest::testNoExceptionThrownFailed()","command,collaborator,unclassified",sampleFiles/cppunittest/ExceptionTestCaseDecoratorTest.cpp,47,46,
ExceptionTestCaseDecoratorTest::testExceptionThrownPass,"void 
ExceptionTestCaseDecoratorTest::testExceptionThrownPass()","command,collaborator,unclassified",sampleFiles/cppunittest/ExceptionTestCaseDecoratorTest.cpp,61,60,
TestCallerTest::ExceptionThrower::testThrowFailureException,"void 
TestCallerTest::ExceptionThrower::testThrowFailureException()","collaborator,pure_stateless,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,13,12,
TestCallerTest::ExceptionThrower::testThrowException,"void 
TestCallerTest::ExceptionThrower::testThrowException()","collaborator,pure_stateless,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,20,19,
TestCallerTest::ExceptionThrower::testThrowNothing,"void 
TestCallerTest::ExceptionThrower::testThrowNothing()","collaborator,empty,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,27,26,
TestCallerTest::setUp,"void 
TestCallerTest::setUp()","command,collaborator,test_initializer",sampleFiles/cppunittest/TestCallerTest.cpp,45,44,
TestCallerTest::tearDown,"void 
TestCallerTest::tearDown()","command,collaborational-command,collaborator,stateless,test_cleaner",sampleFiles/cppunittest/TestCallerTest.cpp,60,59,
TestCallerTest::onConstructor,"void 
TestCallerTest::onConstructor()","collaborator,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,69,68,
TestCallerTest::onDestructor,"void 
TestCallerTest::onDestructor()","collaborator,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,76,75,
TestCallerTest::onSetUp,"void 
TestCallerTest::onSetUp()","collaborator,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,83,82,
TestCallerTest::onTearDown,"void 
TestCallerTest::onTearDown()","collaborator,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,90,89,
TestCallerTest::onTest,"void 
TestCallerTest::onTest()","collaborator,unclassified",sampleFiles/cppunittest/TestCallerTest.cpp,97,96,
TestCallerTest::testBasicConstructor,"void 
TestCallerTest::testBasicConstructor()","command,collaborator,equality_verifier,api_utility_verifier",sampleFiles/cppunittest/TestCallerTest.cpp,104,103,
TestCallerTest::testReferenceConstructor,"void 
TestCallerTest::testReferenceConstructor()","command,collaborator,equality_verifier,api_utility_verifier",sampleFiles/cppunittest/TestCallerTest.cpp,121,120,
TestCallerTest::testPointerConstructor,"void 
TestCallerTest::testPointerConstructor()","command,collaborator,equality_verifier,api_utility_verifier",sampleFiles/cppunittest/TestCallerTest.cpp,140,139,
TestCallerTest::checkNothingButConstructorCalled,"void 
TestCallerTest::checkNothingButConstructorCalled()","command,collaborator,equality_verifier",sampleFiles/cppunittest/TestCallerTest.cpp,197,196,
TestCallerTest::checkRunningSequenceCalled,"void 
TestCallerTest::checkRunningSequenceCalled()","command,collaborator,equality_verifier",sampleFiles/cppunittest/TestCallerTest.cpp,208,207,
TestCallerTest::checkTestName,"void 
TestCallerTest::checkTestName( std::string testName )","command,collaborator,stateless,boolean_verifier",sampleFiles/cppunittest/TestCallerTest.cpp,217,216,
TestAssertTest::setUp,"void 
TestAssertTest::setUp()","collaborator,empty,test_initializer",sampleFiles/cppunittest/TestAssertTest.cpp,33,32,
TestAssertTest::tearDown,"void 
TestAssertTest::tearDown()","collaborator,empty,test_cleaner",sampleFiles/cppunittest/TestAssertTest.cpp,39,38,
TestAssertTest::testAssertThrow,"void 
TestAssertTest::testAssertThrow()","command,collaborator,stateless,exception_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,45,44,
TestAssertTest::testAssertNoThrow,"void 
TestAssertTest::testAssertNoThrow()","command,collaborator,stateless,no_exception_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,64,63,
TestAssertTest::testAssertAssertionFail,"void 
TestAssertTest::testAssertAssertionFail()","command,collaborator,stateless,assertion_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,82,81,
TestAssertTest::testAssertAssertionPass,"void 
TestAssertTest::testAssertAssertionPass()","command,collaborator,stateless,assertion_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,101,100,
TestAssertTest::testAssert,"void 
TestAssertTest::testAssert()","command,collaborator,boolean_verifier,assertion_verifier,hybrid_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,120,119,
TestAssertTest::testAssertEqual,"void 
TestAssertTest::testAssertEqual()","command,collaborator,equality_verifier,assertion_verifier,hybrid_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,132,131,
TestAssertTest::testAssertMessageTrue,"void 
TestAssertTest::testAssertMessageTrue()","command,collaborator,boolean_verifier,assertion_verifier,hybrid_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,142,141,
TestAssertTest::testAssertMessageFalse,"void 
TestAssertTest::testAssertMessageFalse()","command,collaborator,boolean_verifier,api_utility_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,150,149,
TestAssertTest::testAssertDoubleEquals,"void 
TestAssertTest::testAssertDoubleEquals()","command,collaborator,doubles_equality_verifier,assertion_verifier,hybrid_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,169,168,
TestAssertTest::testAssertDoubleEqualsPrecision,"void 
TestAssertTest::testAssertDoubleEqualsPrecision()","command,collaborator,doubles_equality_verifier,utility_verifier,hybrid_verifier,api_utility_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,183,182,
TestAssertTest::testAssertDoubleNonFinite,"void 
TestAssertTest::testAssertDoubleNonFinite()","command,collaborator,boolean_verifier,doubles_equality_verifier,assertion_verifier,hybrid_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,200,199,
TestAssertTest::testFail,"void 
TestAssertTest::testFail()","command,collaborator,boolean_verifier,utility_verifier,hybrid_verifier,api_utility_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,244,243,
TestAssertTest::checkMessageContains,"void 
TestAssertTest::checkMessageContains( CPPUNIT_NS::Exception *e,
                                      std::string expected )","command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/cppunittest/TestAssertTest.cpp,263,262,
BaseTestCase::setUp,"void 
BaseTestCase::setUp()","collaborator,empty,test_initializer",sampleFiles/cppunittest/BaseTestCase.cpp,17,16,
BaseTestCase::tearDown,"void 
BaseTestCase::tearDown()","collaborator,empty,test_cleaner",sampleFiles/cppunittest/BaseTestCase.cpp,23,22,
