function name,function signature,stereotypes,filename,archive line number,file line number,class defined within
RoomTest::testRun,void RoomTest::testRun(),"command,collaborator,stateless,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/RoomTest.cpp,22,21,
ConsoleInterfaceTest::setUp,void ConsoleInterfaceTest::setUp(),"collaborator,stateless,test_initializer",sampleFiles/Council-Of-Jerrys-master/cpp files/ConsoleInterfaceTest.cpp,10,9,
ConsoleInterfaceTest::tearDown,void ConsoleInterfaceTest::tearDown(),"collaborator,test_cleaner",sampleFiles/Council-Of-Jerrys-master/cpp files/ConsoleInterfaceTest.cpp,15,14,
ConsoleInterfaceTest::getCharTest,void ConsoleInterfaceTest::getCharTest(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/ConsoleInterfaceTest.cpp,20,19,
ConsoleInterfaceTest::getStringTest,void ConsoleInterfaceTest::getStringTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/ConsoleInterfaceTest.cpp,26,25,
TalkTest::testConstructor,void TalkTest::testConstructor(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TalkTest.cpp,6,5,
TalkTest::testExecute,void TalkTest::testExecute(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TalkTest.cpp,18,17,
TalkTest::testExecuteException,void TalkTest::testExecuteException(),"command,collaborator,exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TalkTest.cpp,46,45,
TalkTest::testPlayerActionConditions,void TalkTest::testPlayerActionConditions(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TalkTest.cpp,63,62,
TalkTest::testPlayerItemConditions,void TalkTest::testPlayerItemConditions(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TalkTest.cpp,92,91,
TextBoxTest::setUp,void TextBoxTest::setUp(),"collaborator,test_initializer",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,10,9,
TextBoxTest::tearDown,void TextBoxTest::tearDown(),"collaborator,test_cleaner",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,20,19,
TextBoxTest::defaultConstructorTest,void TextBoxTest::defaultConstructorTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,28,27,
TextBoxTest::extractionOpTest,void TextBoxTest::extractionOpTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,33,32,
TextBoxTest::assignmentOpTest,void TextBoxTest::assignmentOpTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,40,39,
TextBoxTest::assignTextTest,void TextBoxTest::assignTextTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,48,47,
TextBoxTest::visualTest,void TextBoxTest::visualTest(),"collaborator,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/TextBoxTest.cpp,55,54,
InventoryTest::setUp,void InventoryTest::setUp(),"command,collaborator,test_initializer",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,14,13,
InventoryTest::tearDown,void InventoryTest::tearDown(),"collaborator,test_cleaner",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,26,25,
InventoryTest::testConstructor,void InventoryTest::testConstructor(),"command,collaborator,no_exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,36,35,
InventoryTest::testConstructorExceptions,void InventoryTest::testConstructorExceptions(),"command,collaborator,exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,42,41,
InventoryTest::testAddItem,void InventoryTest::testAddItem(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,49,48,
InventoryTest::testRemoveItem,void InventoryTest::testRemoveItem(),"command,collaborator,equality_verifier,exception_verifier,hybrid_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,61,60,
InventoryTest::testSearchName,void InventoryTest::testSearchName(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,71,70,
InventoryTest::testSearchItem,void InventoryTest::testSearchItem(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,79,78,
InventoryTest::testGetItem,void InventoryTest::testGetItem(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,87,86,
InventoryTest::testGetItemExceptions,void InventoryTest::testGetItemExceptions(),"command,collaborator,exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,93,92,
InventoryTest::testOperatorEquals,void InventoryTest::testOperatorEquals(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,99,98,
InventoryTest::testPrint,void InventoryTest::testPrint(),"command,collaborator,stateless,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/InventoryTest.cpp,112,111,
FakeDataLoaderTest::testLoadLevels,void FakeDataLoaderTest::testLoadLevels(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/FakeDataLoaderTest.cpp,6,5,
NPCTest::testGetSetDialog,void NPCTest::testGetSetDialog(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/NPCTest.cpp,7,6,
NPCTest::testKeyDoesntExistException,void NPCTest::testKeyDoesntExistException(),"command,collaborator,exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/NPCTest.cpp,26,25,
XMLSaveDataTest::setUp,void XMLSaveDataTest::setUp(),"collaborational-command,collaborator,test_initializer",sampleFiles/Council-Of-Jerrys-master/cpp files/XMLSaveDataTest.cpp,8,7,
XMLSaveDataTest::tearDown,void XMLSaveDataTest::tearDown(),"collaborator,empty,test_cleaner",sampleFiles/Council-Of-Jerrys-master/cpp files/XMLSaveDataTest.cpp,21,20,
XMLSaveDataTest::saveDataTest,void XMLSaveDataTest::saveDataTest(),"command,collaborational-command,collaborator,stateless,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/XMLSaveDataTest.cpp,26,25,
WindowTest::setUp,void WindowTest::setUp(),"collaborator,test_initializer",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,12,11,
WindowTest::tearDown,void WindowTest::tearDown(),"collaborator,test_cleaner",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,25,24,
WindowTest::setTextBoxTest,void WindowTest::setTextBoxTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,36,35,
WindowTest::setPlayerChoiceTest,void WindowTest::setPlayerChoiceTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,44,43,
WindowTest::visualTest,void WindowTest::visualTest(),"collaborator,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,52,51,
WindowTest::displayStringTest,void WindowTest::displayStringTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,57,56,
WindowTest::displayWithVectorTest,void WindowTest::displayWithVectorTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,64,63,
WindowTest::displayWithMapTest,void WindowTest::displayWithMapTest(),"command,collaborator,boolean_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/WindowTest.cpp,72,71,
PrintInventoryTest::testExecute,void PrintInventoryTest::testExecute(),"command,collaborator,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/PrintInventoryTest.cpp,6,5,
LevelTest::testRun,void LevelTest::testRun(),"collaborator,empty,unclassified",sampleFiles/Council-Of-Jerrys-master/cpp files/LevelTest.cpp,6,5,
ItemsTest::setUp,void ItemsTest::setUp(),"collaborator,test_initializer",sampleFiles/Council-Of-Jerrys-master/cpp files/ItemsTest.cpp,8,7,
ItemsTest::tearDown,void ItemsTest::tearDown(),"collaborator,test_cleaner",sampleFiles/Council-Of-Jerrys-master/cpp files/ItemsTest.cpp,14,13,
ItemsTest::testConstructor,void ItemsTest::testConstructor(),"command,collaborator,no_exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/ItemsTest.cpp,20,19,
ItemsTest::testConstructorExceptions,void ItemsTest::testConstructorExceptions(),"command,collaborator,exception_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/ItemsTest.cpp,26,25,
ItemsTest::testGetName,void ItemsTest::testGetName(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/ItemsTest.cpp,37,36,
ItemsTest::testOperatorEquals,void ItemsTest::testOperatorEquals(),"command,collaborator,equality_verifier",sampleFiles/Council-Of-Jerrys-master/cpp files/ItemsTest.cpp,44,43,
setUp,void setUp(),"collaborator,empty,test_initializer",sampleFiles/filezilla3-master/cpp files/ipaddress.cpp,21,20,CIPAddressTest
tearDown,void tearDown(),"collaborator,empty,test_cleaner",sampleFiles/filezilla3-master/cpp files/ipaddress.cpp,22,21,CIPAddressTest
CIPAddressTest::testIsIpAddress,void CIPAddressTest::testIsIpAddress(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/ipaddress.cpp,35,34,
CIPAddressTest::testIPV6LongForm,void CIPAddressTest::testIPV6LongForm(),"command,collaborator,equality_verifier",sampleFiles/filezilla3-master/cpp files/ipaddress.cpp,48,47,
CIPAddressTest::testIsRoutableAddress4,void CIPAddressTest::testIsRoutableAddress4(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/ipaddress.cpp,88,87,
CIPAddressTest::testIsRoutableAddress6,void CIPAddressTest::testIsRoutableAddress6(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/ipaddress.cpp,121,120,
setUp,void setUp(),"collaborator,empty,test_initializer",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,22,21,CLocalPathTest
tearDown,void tearDown(),"collaborator,empty,test_cleaner",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,23,22,CLocalPathTest
CLocalPathTest::testSetPath,void CLocalPathTest::testSetPath(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,39,38,
CLocalPathTest::testChangePath,void CLocalPathTest::testChangePath(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,77,76,
CLocalPathTest::testHasParent,void CLocalPathTest::testHasParent(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,101,100,
CLocalPathTest::testHasLogicalParent,void CLocalPathTest::testHasLogicalParent(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,120,119,
CLocalPathTest::testAddSegment,void CLocalPathTest::testAddSegment(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/localpathtest.cpp,133,132,
setUp,void setUp(),"collaborator,empty,test_initializer",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,29,28,CNaturalSortTest
tearDown,void tearDown(),"collaborator,empty,test_cleaner",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,30,29,CNaturalSortTest
CNaturalSortTest::testEmpty,void CNaturalSortTest::testEmpty(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,45,44,
CNaturalSortTest::testCaseInsensitive,void CNaturalSortTest::testCaseInsensitive(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,52,51,
CNaturalSortTest::testString,void CNaturalSortTest::testString(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,61,60,
CNaturalSortTest::testNumber,void CNaturalSortTest::testNumber(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,70,69,
CNaturalSortTest::testMixed,void CNaturalSortTest::testMixed(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,96,95,
CNaturalSortTest::testSeq,void CNaturalSortTest::testSeq(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,117,116,
CNaturalSortTest::testPair,void CNaturalSortTest::testPair(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,128,127,
CNaturalSortTest::testFractional,void CNaturalSortTest::testFractional(),"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/cmpnatural.cpp,135,134,
setUp,void setUp(),"collaborator,empty,test_initializer",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,23,22,CServerPathTest
tearDown,void tearDown(),"collaborator,empty,test_cleaner",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,24,23,CServerPathTest
CServerPathTest::testGetPath,void CServerPathTest::testGetPath(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,40,39,
CServerPathTest::testHasParent,void CServerPathTest::testHasParent(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,144,143,
CServerPathTest::testGetParent,void CServerPathTest::testGetParent(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,242,241,
CServerPathTest::testFormatSubdir,void CServerPathTest::testFormatSubdir(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,306,305,
CServerPathTest::testGetCommonParent,void CServerPathTest::testGetCommonParent(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,314,313,
CServerPathTest::testFormatFilename,void CServerPathTest::testFormatFilename(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,397,396,
CServerPathTest::testChangePath,void CServerPathTest::testChangePath(),"command,collaborator,boolean_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/serverpathtest.cpp,453,452,
setUp,void setUp(),"collaborator,empty,test_initializer",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,17,16,EventloopTest
tearDown,void tearDown(),"collaborator,empty,test_cleaner",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,18,17,EventloopTest
a,void a(),"command,collaborator,unclassified,api_utility_verifier",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,53,52,target
b,void b(int v),"command,collaborator,equality_verifier",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,59,58,target
c,void c(),"command,collaborator,unclassified",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,66,65,target
d,void d(),"command,collaborator,unclassified,execution_tester",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,71,70,target
operator(),virtual void operator()(CEventBase const& ev) override,"command,collaborator,boolean_verifier",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,76,75,target
EventloopTest::testSimple,void EventloopTest::testSimple(),"command,collaborator,boolean_verifier,equality_verifier,hybrid_verifier,public_field_verifier",sampleFiles/filezilla3-master/cpp files/eventloop.cpp,90,89,
